response_id,timestamp,age,gender,location,occupation,education,income,marital_status,household_size,shopping_frequency,current_platforms,categories_purchased,primary_device,monthly_spending_total,fashion_spending,homedecor_spending,wellness_spending,fashion_purchase_freq,homedecor_purchase_freq,wellness_purchase_freq,decision_factors,pain_points,feature_importance_curated_collections,feature_importance_personalized_recommendations,feature_importance_ar_virtual_try-on,feature_importance_live_shopping_video_commerce,feature_importance_subscription_boxes,feature_importance_same-day_next-day_delivery,feature_importance_loyalty_rewards_program,feature_importance_style_lifestyle_content,feature_importance_community_reviews_&_forums,sustainability_importance,sustainability_pay_more,artisan_support,shopping_style,discovery_channels,shopizz_categories_interest,features_likely_to_use,likelihood_to_try,shopizz_monthly_spending,likelihood_to_recommend,will_signup,reason_for_no,loyalty_factors,open_feedback,other_comments,email_capture
RESP_0240,41:39.4,18-24 years,Male,Metro Cities,Student,Undergraduate (Bachelor's degree),"Below ₹25,000",Married without children,2,Once a week,Flipkart|Pepperfry|Other|Myntra|Ajio,Fashion - Footwear|Fashion - Men's Clothing|Electronics|Wellness - Fitness Equipment|Wellness - Haircare|Home Décor - Furnishings|Wellness - Yoga & Meditation|Fashion - Kids' Clothing,Laptop/Desktop,"Below ₹1,000","₹1,501 - ₹3,000","₹1 - ₹1,000","₹1 - ₹1,000",Quarterly,Once a year,Once a year,Price/Discounts|Product Quality|Brand Reputation,Misleading product descriptions/images|Not enough sustainable/ethical options|Too many options (overwhelming),Extremely Important,Extremely Important,Very Important,Moderately Important,Extremely Important,Extremely Important,Extremely Important,Not Important,Very Important,Extremely important,Price doesn't matter if sustainable,Moderately important,Trendy & Fashion-forward,Platform Recommendations|Influencer Recommendations|Email Newsletters|Fashion/Lifestyle Blogs/Magazines|Online Ads,Home Décor - Furniture|Men's Fashion|Women's Fashion|Wellness - Fitness Products,Same-day delivery|Style consultation services|Personalized style recommendations|Rent/Trial before purchase|Virtual try-on for clothes/décor|Subscription boxes,Maybe/Not sure (3),"₹1,501 - ₹3,000",Not sure,NO,Don't trust new platforms,N/A,,,No
RESP_0241,55:38.4,45-54 years,Female,Tier 2 Cities,Salaried Professional (Government/PSU),Postgraduate (Master's degree or higher),"Above ₹2,00,000",Married with children,5 or more,Once a month,Urban Ladder|Meesho|Flipkart|FirstCry|Amazon,Wellness - Skincare|Home Décor - Furnishings|Other|Wellness - Supplements & Vitamins,Smartphone,"₹5,001 - ₹10,000",₹0,"₹1,001 - ₹2,500","₹1 - ₹1,000",Never,Once a year,Every 6 months,Product Quality|Brand Reputation|Customer Service,Poor customer service|Misleading product descriptions/images|Lack of Indian/artisan products,Very Important,Extremely Important,Not Important,Slightly Important,Slightly Important,Slightly Important,Extremely Important,Extremely Important,Very Important,Very important,More than 20% extra,Extremely important,Budget-conscious,Fashion/Lifestyle Blogs/Magazines|Online Ads|Influencer Recommendations,Wellness - Skincare|Home Décor - Furnishings,Custom/personalized products|Virtual try-on for clothes/décor,Maybe/Not sure (3),₹1 - ₹500,Not sure,NO,Delivery concerns,N/A,,,No
RESP_0242,35:21.4,55+ years,Female,Metro Cities,Business Owner/Entrepreneur,Undergraduate (Bachelor's degree),"₹75,001 - ₹1,00,000",Married without children,03-Apr,Once every few months,Urban Ladder|Flipkart|Pepperfry|Meesho,Fashion - Women's Clothing|Home Décor - Wall Art|Wellness - Skincare|Fashion - Accessories|Electronics|Wellness - Yoga & Meditation|Wellness - Fitness Equipment|Books,Laptop/Desktop,"₹1,000 - ₹2,500","₹1 - ₹1,500","₹1,001 - ₹2,500","₹1 - ₹1,000",Once a year,Quarterly,Once a year,Customer Reviews|Unique/Exclusive Products|Product Quality,Too many options (overwhelming)|Other|Not enough sustainable/ethical options|Slow delivery|Complicated return process,Very Important,Moderately Important,Very Important,Moderately Important,Very Important,Moderately Important,Not Important,Slightly Important,Slightly Important,Not important at all,I wouldn't pay more,Very important,Trendy & Fashion-forward,"Search Engines (Google)|Online Ads|Email Newsletters|Social Media (Instagram, Facebook, YouTube)",Fashion Accessories|Home Décor - Furnishings|Men's Fashion,Custom/personalized products|Live shopping events|Rent/Trial before purchase,Maybe/Not sure (3),"₹501 - ₹1,500",Not sure,YES,N/A,Supporting Indian Artisans|Excellent Customer Service|Exclusive Products,,,Yes
RESP_0243,52:23.4,45-54 years,Female,Tier 2 Cities,Salaried Professional (Government/PSU),Postgraduate (Master's degree or higher),"₹50,001 - ₹75,000",Married with children,03-Apr,Multiple times a week,Instagram Shopping|FirstCry|Meesho|Flipkart|Ajio,Fashion - Accessories|Home Décor - Wall Art,Laptop/Desktop,"₹2,501 - ₹5,000","₹1 - ₹1,500","₹5,001 - ₹10,000",₹0,Quarterly,Quarterly,Never,Product Quality|Brand Reputation|Sustainable/Eco-friendly Products,Not enough sustainable/ethical options|High shipping charges|Misleading product descriptions/images|Lack of Indian/artisan products,Slightly Important,Slightly Important,Slightly Important,Not Important,Very Important,Not Important,Extremely Important,Very Important,Moderately Important,Moderately important,11-20% more,Moderately important,Budget-conscious,Platform Recommendations|Fashion/Lifestyle Blogs/Magazines,Fashion Accessories|Home Décor - Furnishings,Rent/Trial before purchase|Style consultation services|Subscription boxes,Maybe/Not sure (3),"₹501 - ₹1,500",Not sure,NO,Not interested in these product categories,N/A,,,No
RESP_0244,14:52.4,25-34 years,Female,Rural Areas,Business Owner/Entrepreneur,Undergraduate (Bachelor's degree),"₹1,50,001 - ₹2,00,000",Married with children,03-Apr,2-3 times a month,Amazon|Instagram Shopping|Urban Ladder|Meesho|Ajio,Wellness - Skincare|Wellness - Haircare|Books|Fashion - Men's Clothing,Laptop/Desktop,"₹5,001 - ₹10,000","₹5,001 - ₹10,000",₹0,"₹2,001 - ₹3,500",Weekly,Never,Quarterly,Easy Returns/Exchanges|Sustainable/Eco-friendly Products|Unique/Exclusive Products,Misleading product descriptions/images|Poor customer service|Other,Slightly Important,Moderately Important,Extremely Important,Moderately Important,Slightly Important,Very Important,Extremely Important,Moderately Important,Moderately Important,Slightly important,Up to 5% more,Very important,Premium Quality,"Social Media (Instagram, Facebook, YouTube)|Platform Recommendations|Influencer Recommendations",Women's Fashion|Wellness - Skincare,Live shopping events|Personalized style recommendations|Loyalty rewards program,Definitely will try (5),"₹5,001 - ₹10,000",Definitely yes,YES,N/A,Supporting Indian Artisans|Excellent Customer Service|Rewards/Loyalty Program,,,Yes
RESP_0245,51:36.4,18-24 years,Female,Tier 3 Cities/Towns,Student,Undergraduate (Bachelor's degree),"₹25,000 - ₹50,000",Single,1 (Living alone),2-3 times a month,Brand Websites directly|Pepperfry,Fashion - Accessories|Wellness - Haircare|Home Décor - Wall Art|Books|Wellness - Fitness Equipment|Home Décor - Lighting|Wellness - Yoga & Meditation,Smartphone,"Below ₹1,000","₹1 - ₹1,500",₹0,"₹1,001 - ₹2,000",Quarterly,Never,Quarterly,Product Quality|Price/Discounts|Product Quality,Lack of personalization|Poor quality products|Misleading product descriptions/images,Not Important,Not Important,Slightly Important,Slightly Important,Moderately Important,Very Important,Slightly Important,Not Important,Extremely Important,Moderately important,Up to 5% more,Very important,Budget-conscious,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Online Ads",Wellness - Skincare|Women's Fashion,Virtual try-on for clothes/décor|Same-day delivery|Loyalty rewards program,Maybe/Not sure (3),"₹501 - ₹1,500",Definitely not,YES,N/A,Supporting Indian Artisans|Exclusive Products|Sustainability Focus,,,Yes
RESP_0246,49:34.4,45-54 years,Female,Tier 1 Cities,Salaried Professional (Private Sector),Professional degree,"₹75,001 - ₹1,00,000",Married with children,2,Once a month,Brand Websites directly|FirstCry|Flipkart|Myntra,Wellness - Haircare|Fashion - Women's Clothing|Wellness - Skincare|Home Décor - Wall Art|Wellness - Aromatherapy|Wellness - Supplements & Vitamins|Groceries|Fashion - Men's Clothing,Equally use multiple devices,"₹10,001 - ₹20,000","₹1,501 - ₹3,000","₹1,001 - ₹2,500",₹0,Quarterly,Quarterly,Never,Customer Service|Sustainable/Eco-friendly Products|Price/Discounts,Payment security concerns|Slow delivery,Slightly Important,Not Important,Slightly Important,Slightly Important,Moderately Important,Very Important,Very Important,Moderately Important,Slightly Important,Moderately important,6-10% more,Moderately important,Trendy & Fashion-forward,"Word of Mouth (Friends/Family)|Other|Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations",Wellness - Skincare|Home Décor - Furnishings|Western Wear|Footwear|Home Décor - Decorative Items|Kids' Fashion|Wellness - Fitness Products,Same-day delivery|Loyalty rewards program|Live shopping events,Maybe/Not sure (3),"₹501 - ₹1,500",Probably not,NO,Delivery concerns,N/A,,,Yes
RESP_0247,04:24.4,25-34 years,Male,Metro Cities,Salaried Professional (Government/PSU),Undergraduate (Bachelor's degree),"₹1,50,001 - ₹2,00,000",Single,2,Once a week,Amazon|Nykaa|Pepperfry,Books|Wellness - Skincare|Wellness - Haircare,Smartphone,"₹2,501 - ₹5,000",₹0,₹0,"₹3,501 - ₹5,000",Never,Never,Monthly,Customer Reviews|Easy Returns/Exchanges|Product Variety,High shipping charges|Lack of Indian/artisan products|Lack of personalization|Complicated return process,Very Important,Moderately Important,Moderately Important,Extremely Important,Very Important,Very Important,Very Important,Moderately Important,Moderately Important,Slightly important,I wouldn't pay more,Slightly important,Premium Quality,"Platform Recommendations|Social Media (Instagram, Facebook, YouTube)|Other|Word of Mouth (Friends/Family)",Men's Fashion|Home Décor - Furniture|Wellness - Haircare,Rent/Trial before purchase|Custom/personalized products|Loyalty rewards program,Maybe/Not sure (3),"₹501 - ₹1,500",Definitely yes,NO,Not interested in these product categories,N/A,,,No
RESP_0248,15:25.4,55+ years,Male,Tier 3 Cities/Towns,Business Owner/Entrepreneur,High School or below,"₹1,50,001 - ₹2,00,000",Married with children,5 or more,Once a month,Flipkart|Ajio,Fashion - Footwear|Home Décor - Lighting,Smartphone,"₹10,001 - ₹20,000","₹10,001 - ₹20,000","₹2,501 - ₹5,000",₹0,Quarterly,Every 6 months,Never,Product Variety|Customer Service|Brand Reputation,Too many options (overwhelming)|Other|Lack of personalization|Lack of Indian/artisan products,Slightly Important,Extremely Important,Very Important,Very Important,Slightly Important,Moderately Important,Moderately Important,Extremely Important,Very Important,Moderately important,11-20% more,Extremely important,Premium Quality,"Influencer Recommendations|Word of Mouth (Friends/Family)|Social Media (Instagram, Facebook, YouTube)",Men's Fashion|Home Décor - Furniture|Fashion Accessories|Western Wear,Personalized style recommendations|Virtual try-on for clothes/décor|Loyalty rewards program,Maybe/Not sure (3),"₹501 - ₹1,500",Definitely not,YES,N/A,Supporting Indian Artisans|Competitive Pricing|Personalized Experience,,,Yes
RESP_0249,13:51.4,55+ years,Female,Tier 2 Cities,Retired,Postgraduate (Master's degree or higher),"₹50,001 - ₹75,000",Married with children,03-Apr,Rarely/Never,Myntra|FirstCry,None,Smartphone,"₹5,001 - ₹10,000",₹0,₹0,₹0,Never,Never,Never,Sustainable/Eco-friendly Products|Customer Reviews|User-friendly Website/App,Too many options (overwhelming)|Misleading product descriptions/images|High shipping charges|Other|Not enough sustainable/ethical options,Very Important,Extremely Important,Slightly Important,Very Important,Moderately Important,Extremely Important,Extremely Important,Very Important,Moderately Important,Moderately important,6-10% more,Very important,Trendy & Fashion-forward,"Fashion/Lifestyle Blogs/Magazines|Email Newsletters|Social Media (Instagram, Facebook, YouTube)",None of these,Subscription boxes|Rent/Trial before purchase,Probably won't try (2),₹0,Definitely not,NO,Price concerns,N/A,,,No
RESP_0250,48:57.4,45-54 years,Female,Metro Cities,Business Owner/Entrepreneur,Professional degree,"₹1,00,001 - ₹1,50,000",Single,03-Apr,Once a month,Meesho|Brand Websites directly|Urban Ladder|FirstCry|Myntra,Wellness - Haircare|Home Décor - Furnishings|Home Décor - Furniture|Wellness - Aromatherapy,Smartphone,"Below ₹1,000",₹0,₹0,"₹1 - ₹1,000",Never,Never,Quarterly,Customer Service|Customer Reviews|Unique/Exclusive Products,Misleading product descriptions/images|Poor quality products|Too many options (overwhelming),Moderately Important,Moderately Important,Very Important,Moderately Important,Very Important,Extremely Important,Slightly Important,Not Important,Very Important,Moderately important,11-20% more,Slightly important,Trendy & Fashion-forward,Word of Mouth (Friends/Family)|Platform Recommendations|Online Ads|Fashion/Lifestyle Blogs/Magazines,Fashion Accessories|Home Décor - Furnishings|Home Décor - Furniture|Wellness - Fitness Products,Virtual try-on for clothes/décor|Same-day delivery|Loyalty rewards program|Rent/Trial before purchase,Maybe/Not sure (3),₹1 - ₹500,Probably yes,NO,Delivery concerns,N/A,,,No
RESP_0251,57:08.4,25-34 years,Female,Metro Cities,Salaried Professional (Government/PSU),Undergraduate (Bachelor's degree),"₹50,001 - ₹75,000",Married without children,03-Apr,Once every few months,Brand Websites directly|Flipkart|Pepperfry|FirstCry|Nykaa,Home Décor - Furnishings|Fashion - Footwear|Wellness - Skincare,Smartphone,"₹2,501 - ₹5,000","₹1 - ₹1,500","₹1,001 - ₹2,500","₹2,001 - ₹3,500",Every 6 months,Monthly,Monthly,Product Quality|Product Variety|User-friendly Website/App,Slow delivery|Poor quality products|High shipping charges|Lack of Indian/artisan products,Moderately Important,Very Important,Not Important,Very Important,Moderately Important,Slightly Important,Very Important,Slightly Important,Slightly Important,Extremely important,Price doesn't matter if sustainable,Very important,Budget-conscious,"Platform Recommendations|Social Media (Instagram, Facebook, YouTube)|Word of Mouth (Friends/Family)|Other",Home Décor - Furnishings|Fashion Accessories,Rent/Trial before purchase|Virtual try-on for clothes/décor|Live shopping events|Personalized style recommendations,Definitely will try (5),"₹501 - ₹1,500",Definitely yes,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Excellent Customer Service,,,Yes
RESP_0252,43:28.4,25-34 years,Female,Tier 3 Cities/Towns,Salaried Professional (Private Sector),High School or below,"Above ₹2,00,000",Single,03-Apr,Rarely/Never,None,Wellness - Skincare|Fashion - Men's Clothing,Laptop/Desktop,"Below ₹1,000","₹1,501 - ₹3,000",₹0,"₹1,001 - ₹2,000",Monthly,Never,Once a year,Brand Reputation|Unique/Exclusive Products|Unique/Exclusive Products,Payment security concerns|Other,Extremely Important,Not Important,Extremely Important,Very Important,Extremely Important,Very Important,Not Important,Moderately Important,Moderately Important,Moderately important,6-10% more,Very important,Classic & Timeless,Platform Recommendations|Influencer Recommendations|Online Ads|Fashion/Lifestyle Blogs/Magazines|Email Newsletters,Wellness - Skincare|Fashion Accessories|Home Décor - Kitchen & Dining|Wellness - Supplements|Western Wear,Style consultation services|Same-day delivery|Live shopping events,Maybe/Not sure (3),₹1 - ₹500,Not sure,NO,Not interested in these product categories,N/A,,,No
RESP_0253,51:41.4,45-54 years,Male,Tier 2 Cities,Business Owner/Entrepreneur,Undergraduate (Bachelor's degree),"₹1,00,001 - ₹1,50,000",Married with children,03-Apr,Multiple times a week,Ajio|Pepperfry|Brand Websites directly|Other|Meesho,Wellness - Fitness Equipment|Fashion - Men's Clothing|Books|Home Décor - Kitchen & Dining,Smartphone,"Below ₹1,000","₹3,001 - ₹5,000","₹1,001 - ₹2,500","₹1 - ₹1,000",Every 6 months,Quarterly,Monthly,Price/Discounts|Customer Service|Unique/Exclusive Products,Poor customer service|Payment security concerns|Misleading product descriptions/images|Too many options (overwhelming)|Complicated return process,Slightly Important,Slightly Important,Not Important,Moderately Important,Extremely Important,Moderately Important,Extremely Important,Slightly Important,Very Important,Not important at all,I wouldn't pay more,Extremely important,Planned & Researched,Email Newsletters|Search Engines (Google)|Word of Mouth (Friends/Family)|Fashion/Lifestyle Blogs/Magazines,Home Décor - Furniture|Footwear|Kids' Fashion|Wellness - Supplements|Women's Fashion,Same-day delivery|Virtual try-on for clothes/décor|Personalized style recommendations|Loyalty rewards program,Probably will try (4),"₹1,501 - ₹3,000",Probably yes,NO,Don't trust new platforms,N/A,,,No
